Sample in Buffer,Sample in Window,TRIGGER,design_receiver_i/receiver_sync_in_1,design_receiver_i/receiver_ad_1[7:0],design_receiver_i/ReceiverWrapper_0_receiver_sync_out,design_receiver_i/ReceiverWrapper_0_receiver_da[7:0],design_receiver_i/ReceiverWrapper_0_receiver_ad_clk,design_receiver_i/ReceiverWrapper_0_receiver_da_clk
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,UNSIGNED,HEX,BINARY,HEX,HEX
4454,4454,0,1,134,0,00000000,0,0
4455,4455,0,1,125,0,00000000,0,0
4456,4456,0,1,117,1,11111111,0,1
4457,4457,0,1,134,1,11111111,0,1
4458,4458,0,1,125,1,11111111,0,1
4459,4459,0,1,118,1,11111111,0,1
4460,4460,0,1,134,1,11111111,0,1
4461,4461,0,1,125,1,11111111,0,1
4462,4462,0,1,117,1,11111111,0,1
4463,4463,0,1,129,1,11111111,0,1
4464,4464,0,1,117,1,11111111,0,1
4465,4465,0,1,119,1,11111111,0,1
4466,4466,0,1,134,1,11111111,0,1
4467,4467,0,1,126,1,11111111,0,1
4468,4468,0,1,117,1,11111111,0,1
4469,4469,0,1,134,1,11111111,0,1
4470,4470,0,1,125,1,11111111,0,1
4471,4471,0,1,117,1,11111111,0,1
4472,4472,0,1,134,1,11111111,0,1
4473,4473,0,1,125,1,11111111,0,1
4474,4474,0,1,118,1,11111111,0,1
4475,4475,0,1,134,1,11111111,0,1
4476,4476,0,1,125,1,11111111,0,1
4477,4477,0,1,117,1,11111111,0,1
4478,4478,0,1,134,0,11111111,0,0
4479,4479,0,1,125,0,11111111,0,0
4480,4480,0,1,117,0,11111111,0,0
4481,4481,0,1,134,0,11111111,0,0
4482,4482,0,1,125,0,11111111,0,0
4483,4483,0,1,117,0,11111111,0,0
4484,4484,0,1,134,0,11111111,0,0
4485,4485,0,1,125,0,11111111,0,0
4486,4486,0,1,117,0,11111111,0,0
4487,4487,0,1,134,0,11111111,0,0
4488,4488,0,1,125,0,11111111,0,0
4489,4489,0,1,118,0,11111111,0,0
4490,4490,0,1,134,0,11111111,0,0
4491,4491,0,1,125,0,11111111,0,0
4492,4492,0,1,118,0,11111111,0,0
4493,4493,0,1,134,0,11111111,0,0
4494,4494,0,1,125,0,11111111,0,0
4495,4495,0,1,117,0,11111111,0,0
4496,4496,0,1,134,0,11111111,0,0
4497,4497,0,1,125,0,11111111,0,0
4498,4498,0,1,117,0,11111111,0,0
4499,4499,0,1,134,0,11111111,0,0
4500,4500,0,1,125,0,11111111,0,0
4501,4501,0,1,117,1,11111111,0,1
4502,4502,0,1,134,1,11111111,0,1
4503,4503,0,1,125,1,11111111,0,1
4504,4504,0,1,118,1,11111111,0,1
4505,4505,0,1,134,1,11111111,0,1
4506,4506,0,1,125,1,11111111,0,1
4507,4507,0,1,117,1,11111111,0,1
4508,4508,0,1,128,1,11111111,0,1
4509,4509,0,1,124,1,11111111,0,1
4510,4510,0,1,137,1,11111111,0,1
4511,4511,0,1,116,1,11111111,0,1
4512,4512,0,1,127,1,11111111,0,1
4513,4513,0,1,133,1,11111111,0,1
4514,4514,0,1,117,1,11111111,0,1
4515,4515,0,1,126,1,11111111,0,1
4516,4516,0,1,134,1,11111111,0,1
4517,4517,0,1,117,1,11111111,0,1
4518,4518,0,1,126,1,11111111,0,1
4519,4519,0,1,134,1,11111111,0,1
4520,4520,0,1,117,1,11111111,0,1
4521,4521,0,1,126,1,11111111,0,1
4522,4522,0,1,134,1,11111111,0,1
4523,4523,0,1,117,0,11111111,0,0
4524,4524,0,1,126,0,11111111,0,0
4525,4525,0,1,134,0,11111111,0,0
4526,4526,0,1,117,0,11111111,0,0
4527,4527,0,1,126,0,11111111,0,0
4528,4528,0,1,134,0,11111111,0,0
4529,4529,0,1,117,0,11111111,0,0
4530,4530,0,1,126,0,11111111,0,0
4531,4531,0,1,134,0,11111111,0,0
4532,4532,0,1,117,0,11111111,0,0
4533,4533,0,1,126,0,11111111,0,0
4534,4534,0,1,134,0,11111111,0,0
4535,4535,0,1,117,0,11111111,0,0
4536,4536,0,1,126,0,11111111,0,0
4537,4537,0,1,134,0,11111111,0,0
4538,4538,0,1,117,0,11111111,0,0
4539,4539,0,1,126,0,11111111,0,0
4540,4540,0,1,134,0,11111111,0,0
4541,4541,0,1,117,0,11111111,0,0
4542,4542,0,1,126,0,11111111,0,0
4543,4543,0,1,134,0,11111111,0,0
4544,4544,0,1,117,0,11111111,0,0
4545,4545,0,1,126,0,11111111,0,0
4546,4546,0,1,134,1,11111111,0,1
4547,4547,0,1,117,1,11111111,0,1
4548,4548,0,1,126,1,11111111,0,1
4549,4549,0,1,134,1,11111111,0,1
4550,4550,0,1,117,1,11111111,0,1
4551,4551,0,1,126,1,11111111,0,1
4552,4552,0,1,134,1,11111111,0,1
4553,4553,0,1,117,1,11111111,0,1
4554,4554,0,1,126,1,11111111,0,1
4555,4555,0,1,134,1,11111111,0,1
4556,4556,0,1,117,1,11111111,0,1
4557,4557,0,1,126,1,11111111,0,1
4558,4558,0,1,134,1,11111111,0,1
4559,4559,0,1,117,1,11111111,0,1
4560,4560,0,1,126,1,11111111,0,1
4561,4561,0,1,134,1,11111111,0,1
4562,4562,0,1,117,1,11111111,0,1
4563,4563,0,1,126,1,11111111,0,1
4564,4564,0,1,134,1,11111111,0,1
4565,4565,0,1,117,1,11111111,0,1
4566,4566,0,1,126,1,11111111,0,1
4567,4567,0,1,134,1,11111111,0,1
4568,4568,0,1,117,0,11111111,0,0
4569,4569,0,1,126,0,11111111,0,0
4570,4570,0,1,134,0,11111111,0,0
4571,4571,0,1,117,0,11111111,0,0
4572,4572,0,1,126,0,11111111,0,0
4573,4573,0,1,134,0,11111111,0,0
4574,4574,0,1,117,0,11111111,0,0
4575,4575,0,1,126,0,11111111,0,0
4576,4576,0,1,134,0,11111111,0,0
4577,4577,0,1,117,0,11111111,0,0
4578,4578,0,1,126,0,11111111,0,0
4579,4579,0,1,134,0,11111111,0,0
4580,4580,0,1,117,0,11111111,0,0
4581,4581,0,1,126,0,11111111,0,0
4582,4582,0,1,134,0,11111111,0,0
4583,4583,0,1,117,0,11111111,0,0
4584,4584,0,1,126,0,11111111,0,0
4585,4585,0,1,134,0,11111111,0,0
4586,4586,0,1,117,0,11111111,0,0
4587,4587,0,1,126,0,11111111,0,0
4588,4588,0,1,134,0,11111111,0,0
4589,4589,0,1,117,0,11111111,0,0
4590,4590,0,1,126,0,11111111,0,0
4591,4591,0,1,134,1,11111111,0,1
4592,4592,0,1,117,1,11111111,0,1
4593,4593,0,1,126,1,11111111,0,1
4594,4594,0,1,134,1,11111111,0,1
4595,4595,0,1,117,1,11111111,0,1
4596,4596,0,1,126,1,11111111,0,1
4597,4597,0,1,134,1,11111111,0,1
4598,4598,0,1,117,1,11111111,0,1
4599,4599,0,1,126,1,11111111,0,1
4600,4600,0,1,134,1,11111111,0,1
4601,4601,0,1,117,1,11111111,0,1
4602,4602,0,1,126,1,11111111,0,1
4603,4603,0,1,134,1,11111111,0,1
4604,4604,0,1,117,1,11111111,0,1
4605,4605,0,1,126,1,11111111,0,1
4606,4606,0,1,134,1,11111111,0,1
4607,4607,0,1,117,1,11111111,0,1
4608,4608,0,1,126,1,11111111,0,1
4609,4609,0,1,134,1,11111111,0,1
4610,4610,0,1,117,1,11111111,0,1
4611,4611,0,1,126,1,11111111,0,1
4612,4612,0,1,134,1,11111111,0,1
4613,4613,0,1,117,0,11111111,0,0
4614,4614,0,1,126,0,11111111,0,0
4615,4615,0,1,134,0,11111111,0,0
4616,4616,0,1,117,0,11111111,0,0
4617,4617,0,1,126,0,11111111,0,0
4618,4618,0,1,134,0,11111111,0,0
4619,4619,0,1,117,0,11111111,0,0
4620,4620,0,1,126,0,11111111,0,0
4621,4621,0,1,134,0,11111111,0,0
4622,4622,0,1,117,0,11111111,0,0
4623,4623,0,1,126,0,11111111,0,0
4624,4624,0,1,134,0,11111111,0,0
4625,4625,0,1,117,0,11111111,0,0
4626,4626,0,1,126,0,11111111,0,0
4627,4627,0,1,134,0,11111111,0,0
4628,4628,0,1,117,0,11111111,0,0
4629,4629,0,1,126,0,11111111,0,0
4630,4630,0,1,134,0,11111111,0,0
4631,4631,0,1,117,0,11111111,0,0
4632,4632,0,1,126,0,11111111,0,0
4633,4633,0,1,134,0,11111111,0,0
4634,4634,0,1,117,0,11111111,0,0
4635,4635,0,1,126,0,11111111,0,0
4636,4636,0,1,134,1,11111111,0,1
4637,4637,0,1,117,1,11111111,0,1
4638,4638,0,1,126,1,11111111,0,1
4639,4639,0,1,134,1,11111111,0,1
4640,4640,0,1,117,1,11111111,0,1
4641,4641,0,1,126,1,11111111,0,1
4642,4642,0,1,134,1,11111111,0,1
4643,4643,0,1,123,1,11111111,0,1
4644,4644,0,1,127,1,11111111,0,1
4645,4645,0,1,114,1,11111111,0,1
4646,4646,0,1,136,1,11111111,0,1
4647,4647,0,1,125,1,11111111,0,1
4648,4648,0,1,118,1,11111111,0,1
4649,4649,0,1,134,1,11111111,0,1
4650,4650,0,1,126,1,11111111,0,1
4651,4651,0,1,117,1,11111111,0,1
4652,4652,0,1,134,1,11111111,0,1
4653,4653,0,1,125,1,11111111,0,1
4654,4654,0,1,117,1,11111111,0,1
4655,4655,0,1,134,1,11111111,0,1
4656,4656,0,1,125,1,11111111,0,1
4657,4657,0,1,117,1,11111111,0,1
4658,4658,0,1,134,0,11111111,0,0
4659,4659,0,1,125,0,11111111,0,0
4660,4660,0,1,117,0,11111111,0,0
4661,4661,0,1,134,0,11111111,0,0
4662,4662,0,1,125,0,11111111,0,0
4663,4663,0,1,117,0,11111111,0,0
4664,4664,0,1,134,0,11111111,0,0
4665,4665,0,1,125,0,11111111,0,0
4666,4666,0,1,118,0,11111111,0,0
4667,4667,0,1,134,0,11111111,0,0
4668,4668,0,1,125,0,11111111,0,0
4669,4669,0,1,118,0,11111111,0,0
4670,4670,0,1,134,0,11111111,0,0
4671,4671,0,1,125,0,11111111,0,0
4672,4672,0,1,117,0,11111111,0,0
4673,4673,0,1,134,0,11111111,0,0
4674,4674,0,1,125,0,11111111,0,0
4675,4675,0,1,118,0,11111111,0,0
4676,4676,0,1,134,0,11111111,0,0
4677,4677,0,1,125,0,11111111,0,0
4678,4678,0,1,117,0,11111111,0,0
4679,4679,0,1,134,0,11111111,0,0
4680,4680,0,1,125,0,11111111,0,0
4681,4681,0,1,117,1,11111111,0,1
4682,4682,0,1,134,1,11111111,0,1
4683,4683,0,1,125,1,11111111,0,1
4684,4684,0,1,117,1,11111111,0,1
4685,4685,0,1,134,1,11111111,0,1
4686,4686,0,1,125,1,11111111,0,1
4687,4687,0,1,118,1,11111111,0,1
4688,4688,0,1,129,1,11111111,0,1
4689,4689,0,1,124,1,11111111,0,1
4690,4690,0,1,137,1,11111111,0,1
4691,4691,0,1,115,1,11111111,0,1
4692,4692,0,1,127,1,11111111,0,1
4693,4693,0,1,133,1,11111111,0,1
4694,4694,0,1,118,1,11111111,0,1
4695,4695,0,1,126,1,11111111,0,1
4696,4696,0,1,134,1,11111111,0,1
4697,4697,0,1,117,1,11111111,0,1
4698,4698,0,1,126,1,11111111,0,1
4699,4699,0,1,134,1,11111111,0,1
4700,4700,0,1,117,1,11111111,0,1
4701,4701,0,1,126,1,11111111,0,1
4702,4702,0,1,134,1,11111111,0,1
4703,4703,0,1,117,0,11111111,0,0
4704,4704,0,1,126,0,11111111,0,0
4705,4705,0,1,134,0,11111111,0,0
4706,4706,0,1,117,0,11111111,0,0
4707,4707,0,1,126,0,11111111,0,0
4708,4708,0,1,134,0,11111111,0,0
4709,4709,0,1,117,0,11111111,0,0
4710,4710,0,1,126,0,11111111,0,0
4711,4711,0,1,134,0,11111111,0,0
4712,4712,0,1,117,0,11111111,0,0
4713,4713,0,1,126,0,11111111,0,0
4714,4714,0,1,134,0,11111111,0,0
4715,4715,0,1,117,0,11111111,0,0
4716,4716,0,1,126,0,11111111,0,0
4717,4717,0,1,134,0,11111111,0,0
4718,4718,0,1,117,0,11111111,0,0
4719,4719,0,1,126,0,11111111,0,0
4720,4720,0,1,134,0,11111111,0,0
4721,4721,0,1,117,0,11111111,0,0
4722,4722,0,1,126,0,11111111,0,0
4723,4723,0,1,134,0,11111111,0,0
4724,4724,0,1,117,0,11111111,0,0
4725,4725,0,1,126,0,11111111,0,0
4726,4726,0,1,134,1,11111111,0,1
4727,4727,0,1,117,1,11111111,0,1
4728,4728,0,1,126,1,11111111,0,1
4729,4729,0,1,134,1,11111111,0,1
4730,4730,0,1,117,1,11111111,0,1
4731,4731,0,1,126,1,11111111,0,1
4732,4732,0,1,134,1,11111111,0,1
4733,4733,0,1,117,1,11111111,0,1
4734,4734,0,1,126,1,11111111,0,1
4735,4735,0,1,134,1,11111111,0,1
4736,4736,0,1,117,1,11111111,0,1
4737,4737,0,1,126,1,11111111,0,1
4738,4738,0,1,134,1,11111111,0,1
4739,4739,0,1,117,1,11111111,0,1
4740,4740,0,1,126,1,11111111,0,1
4741,4741,0,1,134,1,11111111,0,1
4742,4742,0,1,117,1,11111111,0,1
4743,4743,0,1,126,1,11111111,0,1
4744,4744,0,1,134,1,11111111,0,1
4745,4745,0,1,117,1,11111111,0,1
4746,4746,0,1,126,1,11111111,0,1
4747,4747,0,1,134,1,11111111,0,1
4748,4748,0,1,117,0,11111111,0,0
4749,4749,0,1,126,0,11111111,0,0
4750,4750,0,1,134,0,11111111,0,0
4751,4751,0,1,117,0,11111111,0,0
4752,4752,0,1,126,0,11111111,0,0
4753,4753,0,1,134,0,11111111,0,0
4754,4754,0,1,117,0,11111111,0,0
4755,4755,0,1,126,0,11111111,0,0
4756,4756,0,1,134,0,11111111,0,0
4757,4757,0,1,117,0,11111111,0,0
4758,4758,0,1,126,0,11111111,0,0
4759,4759,0,1,134,0,11111111,0,0
4760,4760,0,1,117,0,11111111,0,0
4761,4761,0,1,126,0,11111111,0,0
4762,4762,0,1,134,0,11111111,0,0
4763,4763,0,1,117,0,11111111,0,0
4764,4764,0,1,126,0,11111111,0,0
4765,4765,0,1,134,0,11111111,0,0
4766,4766,0,1,117,0,11111111,0,0
4767,4767,0,1,126,0,11111111,0,0
4768,4768,0,1,134,0,11111111,0,0
4769,4769,0,1,117,0,11111111,0,0
4770,4770,0,1,126,0,11111111,0,0
4771,4771,0,1,134,1,11111111,0,1
4772,4772,0,1,117,1,11111111,0,1
4773,4773,0,1,126,1,11111111,0,1
4774,4774,0,1,134,1,11111111,0,1
4775,4775,0,1,117,1,11111111,0,1
4776,4776,0,1,126,1,11111111,0,1
4777,4777,0,1,134,1,11111111,0,1
4778,4778,0,1,117,1,11111111,0,1
4779,4779,0,1,126,1,11111111,0,1
4780,4780,0,1,134,1,11111111,0,1
4781,4781,0,1,117,1,11111111,0,1
4782,4782,0,1,126,1,11111111,0,1
4783,4783,0,1,134,1,11111111,0,1
4784,4784,0,1,117,1,11111111,0,1
4785,4785,0,1,126,1,11111111,0,1
4786,4786,0,1,134,1,11111111,0,1
4787,4787,0,1,117,1,11111111,0,1
4788,4788,0,1,126,1,11111111,0,1
4789,4789,0,1,134,1,11111111,0,1
4790,4790,0,1,117,1,11111111,0,1
4791,4791,0,1,126,1,11111111,0,1
4792,4792,0,1,134,1,11111111,0,1
4793,4793,0,1,117,0,11111111,0,0
4794,4794,0,1,126,0,11111111,0,0
4795,4795,0,1,134,0,11111111,0,0
4796,4796,0,1,117,0,11111111,0,0
4797,4797,0,1,126,0,11111111,0,0
4798,4798,0,1,134,0,11111111,0,0
4799,4799,0,1,117,0,11111111,0,0
4800,4800,0,1,126,0,11111111,0,0
4801,4801,0,1,134,0,11111111,0,0
4802,4802,0,1,117,0,11111111,0,0
4803,4803,0,1,126,0,11111111,0,0
4804,4804,0,1,134,0,11111111,0,0
4805,4805,0,1,117,0,11111111,0,0
4806,4806,0,1,126,0,11111111,0,0
4807,4807,0,1,134,0,11111111,0,0
4808,4808,0,1,117,0,11111111,0,0
4809,4809,0,1,126,0,11111111,0,0
4810,4810,0,1,134,0,11111111,0,0
4811,4811,0,1,117,0,11111111,0,0
4812,4812,0,1,126,0,11111111,0,0
4813,4813,0,1,134,0,11111111,0,0
4814,4814,0,1,117,0,11111111,0,0
4815,4815,0,1,126,0,11111111,0,0
4816,4816,0,1,134,1,00010011,0,1
4817,4817,0,1,117,1,00010011,0,1
4818,4818,0,1,126,1,00010011,0,1
4819,4819,0,1,134,1,00010011,0,1
4820,4820,0,1,117,1,00010011,0,1
4821,4821,0,1,126,1,00010011,0,1
4822,4822,0,1,134,1,00010011,0,1
4823,4823,0,1,123,1,00010011,0,1
4824,4824,0,1,127,1,00010011,0,1
4825,4825,0,1,115,1,00010011,0,1
4826,4826,0,1,136,1,00010011,0,1
4827,4827,0,1,125,1,00010011,0,1
4828,4828,0,1,118,1,00010011,0,1
4829,4829,0,1,134,1,00010011,0,1
4830,4830,0,1,126,1,00010011,0,1
4831,4831,0,1,117,1,00010011,0,1
4832,4832,0,1,134,1,00010011,0,1
4833,4833,0,1,125,1,00010011,0,1
4834,4834,0,1,117,1,00010011,0,1
4835,4835,0,1,134,1,00010011,0,1
4836,4836,0,1,125,1,00010011,0,1
4837,4837,0,1,117,1,00010011,0,1
4838,4838,0,1,134,0,00010011,0,0
4839,4839,0,1,126,0,00010011,0,0
4840,4840,0,1,117,0,00010011,0,0
4841,4841,0,1,134,0,00010011,0,0
4842,4842,0,1,125,0,00010011,0,0
4843,4843,0,1,117,0,00010011,0,0
4844,4844,0,1,134,0,00010011,0,0
4845,4845,0,1,125,0,00010011,0,0
4846,4846,0,1,118,0,00010011,0,0
4847,4847,0,1,134,0,00010011,0,0
4848,4848,0,1,125,0,00010011,0,0
4849,4849,0,1,118,0,00010011,0,0
4850,4850,0,1,134,0,00010011,0,0
4851,4851,0,1,125,0,00010011,0,0
4852,4852,0,1,118,0,00010011,0,0
4853,4853,0,1,134,0,00010011,0,0
4854,4854,0,1,125,0,00010011,0,0
4855,4855,0,1,117,0,00010011,0,0
4856,4856,0,1,134,0,00010011,0,0
4857,4857,0,1,125,0,00010011,0,0
4858,4858,0,1,117,0,00010011,0,0
4859,4859,0,1,134,0,00010011,0,0
4860,4860,0,1,125,0,00010011,0,0
4861,4861,0,1,118,1,00010011,0,1
4862,4862,0,1,134,1,00010011,0,1
4863,4863,0,1,125,1,00010011,0,1
4864,4864,0,1,118,1,00010011,0,1
4865,4865,0,1,134,1,00010011,0,1
4866,4866,0,1,125,1,00010011,0,1
4867,4867,0,1,117,1,00010011,0,1
4868,4868,0,1,134,1,00010011,0,1
4869,4869,0,1,125,1,00010011,0,1
4870,4870,0,1,117,1,00010011,0,1
4871,4871,0,1,134,1,00010011,0,1
4872,4872,0,1,125,1,00010011,0,1
4873,4873,0,1,118,1,00010011,0,1
4874,4874,0,1,134,1,00010011,0,1
4875,4875,0,1,125,1,00010011,0,1
4876,4876,0,1,118,1,00010011,0,1
4877,4877,0,1,134,1,00010011,0,1
4878,4878,0,1,125,1,00010011,0,1
4879,4879,0,1,118,1,00010011,0,1
4880,4880,0,1,134,1,00010011,0,1
4881,4881,0,1,125,1,00010011,0,1
4882,4882,0,1,117,1,00010011,0,1
4883,4883,0,1,134,0,00010011,0,0
4884,4884,0,1,125,0,00010011,0,0
4885,4885,0,1,117,0,00010011,0,0
4886,4886,0,1,134,0,00010011,0,0
4887,4887,0,1,125,0,00010011,0,0
4888,4888,0,1,118,0,00010011,0,0
4889,4889,0,1,134,0,00010011,0,0
4890,4890,0,1,125,0,00010011,0,0
4891,4891,0,1,118,0,00010011,0,0
4892,4892,0,1,134,0,00010011,0,0
4893,4893,0,1,125,0,00010011,0,0
4894,4894,0,1,117,0,00010011,0,0
4895,4895,0,1,134,0,00010011,0,0
4896,4896,0,1,125,0,00010011,0,0
4897,4897,0,1,117,0,00010011,0,0
4898,4898,0,1,134,0,00010011,0,0
4899,4899,0,1,125,0,00010011,0,0
4900,4900,0,1,117,0,00010011,0,0
4901,4901,0,1,134,0,00010011,0,0
4902,4902,0,1,125,0,00010011,0,0
4903,4903,0,1,117,0,00010011,0,0
4904,4904,0,1,134,0,00010011,0,0
4905,4905,0,1,125,0,00010011,0,0
4906,4906,0,1,117,1,00010011,0,1
4907,4907,0,1,134,1,00010011,0,1
4908,4908,0,1,125,1,00010011,0,1
4909,4909,0,1,117,1,00010011,0,1
4910,4910,0,1,134,1,00010011,0,1
4911,4911,0,1,125,1,00010011,0,1
4912,4912,0,1,117,1,00010011,0,1
4913,4913,0,1,134,1,00010011,0,1
4914,4914,0,1,125,1,00010011,0,1
4915,4915,0,1,118,1,00010011,0,1
4916,4916,0,1,134,1,00010011,0,1
4917,4917,0,1,125,1,00010011,0,1
4918,4918,0,1,117,1,00010011,0,1
4919,4919,0,1,134,1,00010011,0,1
4920,4920,0,1,125,1,00010011,0,1
4921,4921,0,1,118,1,00010011,0,1
4922,4922,0,1,134,1,00010011,0,1
4923,4923,0,1,125,1,00010011,0,1
4924,4924,0,1,117,1,00010011,0,1
4925,4925,0,1,134,1,00010011,0,1
4926,4926,0,1,125,1,00010011,0,1
4927,4927,0,1,117,1,00010011,0,1
4928,4928,0,1,134,0,00010011,0,0
4929,4929,0,1,125,0,00010011,0,0
4930,4930,0,1,117,0,00010011,0,0
4931,4931,0,1,134,0,00010011,0,0
4932,4932,0,1,125,0,00010011,0,0
4933,4933,0,1,118,0,00010011,0,0
4934,4934,0,1,134,0,00010011,0,0
4935,4935,0,1,126,0,00010011,0,0
4936,4936,0,1,118,0,00010011,0,0
4937,4937,0,1,134,0,00010011,0,0
4938,4938,0,1,125,0,00010011,0,0
4939,4939,0,1,117,0,00010011,0,0
4940,4940,0,1,134,0,00010011,0,0
4941,4941,0,1,125,0,00010011,0,0
4942,4942,0,1,117,0,00010011,0,0
4943,4943,0,1,134,0,00010011,0,0
4944,4944,0,1,125,0,00010011,0,0
4945,4945,0,1,117,0,00010011,0,0
4946,4946,0,1,134,0,00010011,0,0
4947,4947,0,1,125,0,00010011,0,0
4948,4948,0,1,117,0,00010011,0,0
4949,4949,0,1,134,0,00010011,0,0
4950,4950,0,1,125,0,00010011,0,0
4951,4951,0,1,118,1,00010011,0,1
4952,4952,0,1,134,1,00010011,0,1
4953,4953,0,1,125,1,00010011,0,1
4954,4954,0,1,118,1,00010011,0,1
4955,4955,0,1,134,1,00010011,0,1
4956,4956,0,1,125,1,00010011,0,1
4957,4957,0,1,117,1,00010011,0,1
4958,4958,0,1,134,1,00010011,0,1
4959,4959,0,1,125,1,00010011,0,1
4960,4960,0,1,118,1,00010011,0,1
4961,4961,0,1,134,1,00010011,0,1
4962,4962,0,1,125,1,00010011,0,1
4963,4963,0,1,117,1,00010011,0,1
4964,4964,0,1,134,1,00010011,0,1
4965,4965,0,1,125,1,00010011,0,1
4966,4966,0,1,118,1,00010011,0,1
4967,4967,0,1,134,1,00010011,0,1
4968,4968,0,1,125,1,00010011,0,1
4969,4969,0,1,117,1,00010011,0,1
4970,4970,0,1,134,1,00010011,0,1
4971,4971,0,1,125,1,00010011,0,1
4972,4972,0,1,117,1,00010011,0,1
4973,4973,0,1,134,0,00010011,0,0
4974,4974,0,1,125,0,00010011,0,0
4975,4975,0,1,117,0,00010011,0,0
4976,4976,0,1,134,0,00010011,0,0
4977,4977,0,1,125,0,00010011,0,0
4978,4978,0,1,117,0,00010011,0,0
4979,4979,0,1,134,0,00010011,0,0
4980,4980,0,1,125,0,00010011,0,0
4981,4981,0,1,118,0,00010011,0,0
4982,4982,0,1,134,0,00010011,0,0
4983,4983,0,1,125,0,00010011,0,0
4984,4984,0,1,117,0,00010011,0,0
4985,4985,0,1,134,0,00010011,0,0
4986,4986,0,1,125,0,00010011,0,0
4987,4987,0,1,117,0,00010011,0,0
4988,4988,0,1,134,0,00010011,0,0
4989,4989,0,1,125,0,00010011,0,0
4990,4990,0,1,117,0,00010011,0,0
4991,4991,0,1,134,0,00010011,0,0
4992,4992,0,1,125,0,00010011,0,0
4993,4993,0,1,117,0,00010011,0,0
4994,4994,0,1,134,0,00010011,0,0
4995,4995,0,1,125,0,00010011,0,0
4996,4996,0,1,117,1,00010011,0,1
4997,4997,0,1,134,1,00010011,0,1
4998,4998,0,1,125,1,00010011,0,1
4999,4999,0,1,117,1,00010011,0,1
5000,5000,0,1,134,1,00010011,0,1
5001,5001,0,1,125,1,00010011,0,1
5002,5002,0,1,117,1,00010011,0,1
5003,5003,0,1,129,1,00010011,0,1
5004,5004,0,1,117,1,00010011,0,1
5005,5005,0,1,119,1,00010011,0,1
5006,5006,0,1,133,1,00010011,0,1
5007,5007,0,1,126,1,00010011,0,1
5008,5008,0,1,117,1,00010011,0,1
5009,5009,0,1,134,1,00010011,0,1
5010,5010,0,1,125,1,00010011,0,1
5011,5011,0,1,117,1,00010011,0,1
5012,5012,0,1,134,1,00010011,0,1
5013,5013,0,1,125,1,00010011,0,1
5014,5014,0,1,117,1,00010011,0,1
5015,5015,0,1,134,1,00010011,0,1
5016,5016,0,1,125,1,00010011,0,1
5017,5017,0,1,117,1,00010011,0,1
5018,5018,0,1,134,0,00010011,0,0
5019,5019,0,1,125,0,00010011,0,0
5020,5020,0,1,117,0,00010011,0,0
5021,5021,0,1,134,0,00010011,0,0
5022,5022,0,1,125,0,00010011,0,0
5023,5023,0,1,117,0,00010011,0,0
5024,5024,0,1,134,0,00010011,0,0
5025,5025,0,1,125,0,00010011,0,0
5026,5026,0,1,117,0,00010011,0,0
5027,5027,0,1,134,0,00010011,0,0
5028,5028,0,1,125,0,00010011,0,0
5029,5029,0,1,117,0,00010011,0,0
5030,5030,0,1,134,0,00010011,0,0
5031,5031,0,1,125,0,00010011,0,0
5032,5032,0,1,118,0,00010011,0,0
5033,5033,0,1,134,0,00010011,0,0
5034,5034,0,1,125,0,00010011,0,0
5035,5035,0,1,117,0,00010011,0,0
5036,5036,0,1,134,0,00010011,0,0
5037,5037,0,1,125,0,00010011,0,0
5038,5038,0,1,117,0,00010011,0,0
5039,5039,0,1,134,0,00010011,0,0
5040,5040,0,1,125,0,00010011,0,0
5041,5041,0,1,117,1,00010011,0,1
5042,5042,0,1,134,1,00010011,0,1
5043,5043,0,1,125,1,00010011,0,1
5044,5044,0,1,117,1,00010011,0,1
5045,5045,0,1,134,1,00010011,0,1
5046,5046,0,1,125,1,00010011,0,1
5047,5047,0,1,117,1,00010011,0,1
5048,5048,0,1,134,1,00010011,0,1
5049,5049,0,1,125,1,00010011,0,1
5050,5050,0,1,117,1,00010011,0,1
5051,5051,0,1,134,1,00010011,0,1
5052,5052,0,1,125,1,00010011,0,1
5053,5053,0,1,118,1,00010011,0,1
5054,5054,0,1,134,1,00010011,0,1
5055,5055,0,1,125,1,00010011,0,1
5056,5056,0,1,117,1,00010011,0,1
5057,5057,0,1,134,1,00010011,0,1
5058,5058,0,1,125,1,00010011,0,1
5059,5059,0,1,117,1,00010011,0,1
5060,5060,0,1,134,1,00010011,0,1
5061,5061,0,1,125,1,00010011,0,1
5062,5062,0,1,117,1,00010011,0,1
5063,5063,0,1,134,0,00010011,0,0
5064,5064,0,1,125,0,00010011,0,0
5065,5065,0,1,117,0,00010011,0,0
5066,5066,0,1,134,0,00010011,0,0
5067,5067,0,1,125,0,00010011,0,0
5068,5068,0,1,117,0,00010011,0,0
5069,5069,0,1,134,0,00010011,0,0
5070,5070,0,1,125,0,00010011,0,0
5071,5071,0,1,118,0,00010011,0,0
5072,5072,0,1,134,0,00010011,0,0
5073,5073,0,1,125,0,00010011,0,0
5074,5074,0,1,117,0,00010011,0,0
5075,5075,0,1,134,0,00010011,0,0
5076,5076,0,1,125,0,00010011,0,0
5077,5077,0,1,118,0,00010011,0,0
5078,5078,0,1,134,0,00010011,0,0
