Sample in Buffer,Sample in Window,TRIGGER,design_receiver_i/receiver_sync_in_1,design_receiver_i/receiver_ad_1[7:0],design_receiver_i/ReceiverWrapper_0_receiver_sync_out,design_receiver_i/ReceiverWrapper_0_receiver_da[7:0],design_receiver_i/ReceiverWrapper_0_receiver_ad_clk,design_receiver_i/ReceiverWrapper_0_receiver_da_clk
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,UNSIGNED,HEX,BINARY,HEX,HEX
3829,3829,0,1,134,1,01111111,0,1
3830,3830,0,1,117,1,01111111,0,1
3831,3831,0,1,126,1,01111111,0,1
3832,3832,0,1,134,1,01111111,0,1
3833,3833,0,1,117,1,01111111,0,1
3834,3834,0,1,126,1,01111111,0,1
3835,3835,0,1,134,1,01111111,0,1
3836,3836,0,1,117,1,01111111,0,1
3837,3837,0,1,126,1,01111111,0,1
3838,3838,0,1,134,1,01111111,0,1
3839,3839,0,1,117,1,01111111,0,1
3840,3840,0,1,126,1,01111111,0,1
3841,3841,0,1,134,1,01111111,0,1
3842,3842,0,1,117,1,01111111,0,1
3843,3843,0,1,126,1,01111111,0,1
3844,3844,0,1,134,1,01111111,0,1
3845,3845,0,1,117,1,01111111,0,1
3846,3846,0,1,126,1,01111111,0,1
3847,3847,0,1,134,1,01111111,0,1
3848,3848,0,1,117,0,01111111,0,0
3849,3849,0,1,126,0,01111111,0,0
3850,3850,0,1,134,0,01111111,0,0
3851,3851,0,1,117,0,01111111,0,0
3852,3852,0,1,126,0,01111111,0,0
3853,3853,0,1,134,0,01111111,0,0
3854,3854,0,1,117,0,01111111,0,0
3855,3855,0,1,126,0,01111111,0,0
3856,3856,0,1,134,0,01111111,0,0
3857,3857,0,1,117,0,01111111,0,0
3858,3858,0,1,126,0,01111111,0,0
3859,3859,0,1,134,0,01111111,0,0
3860,3860,0,1,117,0,01111111,0,0
3861,3861,0,1,126,0,01111111,0,0
3862,3862,0,1,134,0,01111111,0,0
3863,3863,0,1,117,0,01111111,0,0
3864,3864,0,1,126,0,01111111,0,0
3865,3865,0,1,134,0,01111111,0,0
3866,3866,0,1,117,0,01111111,0,0
3867,3867,0,1,126,0,01111111,0,0
3868,3868,0,1,134,0,01111111,0,0
3869,3869,0,1,117,0,01111111,0,0
3870,3870,0,1,126,0,01111111,0,0
3871,3871,0,1,134,1,01111111,0,1
3872,3872,0,1,117,1,01111111,0,1
3873,3873,0,1,126,1,01111111,0,1
3874,3874,0,1,134,1,01111111,0,1
3875,3875,0,1,117,1,01111111,0,1
3876,3876,0,1,126,1,01111111,0,1
3877,3877,0,1,134,1,01111111,0,1
3878,3878,0,1,117,1,01111111,0,1
3879,3879,0,1,126,1,01111111,0,1
3880,3880,0,1,134,1,01111111,0,1
3881,3881,0,1,117,1,01111111,0,1
3882,3882,0,1,126,1,01111111,0,1
3883,3883,0,1,134,1,01111111,0,1
3884,3884,0,1,117,1,01111111,0,1
3885,3885,0,1,126,1,01111111,0,1
3886,3886,0,1,134,1,01111111,0,1
3887,3887,0,1,117,1,01111111,0,1
3888,3888,0,1,126,1,01111111,0,1
3889,3889,0,1,134,1,01111111,0,1
3890,3890,0,1,117,1,01111111,0,1
3891,3891,0,1,126,1,01111111,0,1
3892,3892,0,1,134,1,01111111,0,1
3893,3893,0,1,117,0,01111111,0,0
3894,3894,0,1,126,0,01111111,0,0
3895,3895,0,1,134,0,01111111,0,0
3896,3896,0,1,117,0,01111111,0,0
3897,3897,0,1,126,0,01111111,0,0
3898,3898,0,1,134,0,01111111,0,0
3899,3899,0,1,117,0,01111111,0,0
3900,3900,0,1,126,0,01111111,0,0
3901,3901,0,1,134,0,01111111,0,0
3902,3902,0,1,117,0,01111111,0,0
3903,3903,0,1,126,0,01111111,0,0
3904,3904,0,1,134,0,01111111,0,0
3905,3905,0,1,117,0,01111111,0,0
3906,3906,0,1,126,0,01111111,0,0
3907,3907,0,1,134,0,01111111,0,0
3908,3908,0,1,117,0,01111111,0,0
3909,3909,0,1,126,0,01111111,0,0
3910,3910,0,1,134,0,01111111,0,0
3911,3911,0,1,117,0,01111111,0,0
3912,3912,0,1,126,0,01111111,0,0
3913,3913,0,1,134,0,01111111,0,0
3914,3914,0,1,117,0,01111111,0,0
3915,3915,0,1,126,0,01111111,0,0
3916,3916,0,1,134,1,01111111,0,1
3917,3917,0,1,117,1,01111111,0,1
3918,3918,0,1,126,1,01111111,0,1
3919,3919,0,1,134,1,01111111,0,1
3920,3920,0,1,117,1,01111111,0,1
3921,3921,0,1,126,1,01111111,0,1
3922,3922,0,1,134,1,01111111,0,1
3923,3923,0,1,123,1,01111111,0,1
3924,3924,0,1,134,1,01111111,0,1
3925,3925,0,1,132,1,01111111,0,1
3926,3926,0,1,118,1,01111111,0,1
3927,3927,0,1,125,1,01111111,0,1
3928,3928,0,1,134,1,01111111,0,1
3929,3929,0,1,117,1,01111111,0,1
3930,3930,0,1,126,1,01111111,0,1
3931,3931,0,1,134,1,01111111,0,1
3932,3932,0,1,117,1,01111111,0,1
3933,3933,0,1,126,1,01111111,0,1
3934,3934,0,1,134,1,01111111,0,1
3935,3935,0,1,117,1,01111111,0,1
3936,3936,0,1,126,1,01111111,0,1
3937,3937,0,1,134,1,01111111,0,1
3938,3938,0,1,117,0,01111111,0,0
3939,3939,0,1,126,0,01111111,0,0
3940,3940,0,1,134,0,01111111,0,0
3941,3941,0,1,117,0,01111111,0,0
3942,3942,0,1,126,0,01111111,0,0
3943,3943,0,1,134,0,01111111,0,0
3944,3944,0,1,117,0,01111111,0,0
3945,3945,0,1,126,0,01111111,0,0
3946,3946,0,1,134,0,01111111,0,0
3947,3947,0,1,117,0,01111111,0,0
3948,3948,0,1,126,0,01111111,0,0
3949,3949,0,1,134,0,01111111,0,0
3950,3950,0,1,117,0,01111111,0,0
3951,3951,0,1,126,0,01111111,0,0
3952,3952,0,1,134,0,01111111,0,0
3953,3953,0,1,117,0,01111111,0,0
3954,3954,0,1,126,0,01111111,0,0
3955,3955,0,1,134,0,01111111,0,0
3956,3956,0,1,117,0,01111111,0,0
3957,3957,0,1,126,0,01111111,0,0
3958,3958,0,1,134,0,01111111,0,0
3959,3959,0,1,117,0,01111111,0,0
3960,3960,0,1,126,0,01111111,0,0
3961,3961,0,1,134,1,01111111,0,1
3962,3962,0,1,117,1,01111111,0,1
3963,3963,0,1,126,1,01111111,0,1
3964,3964,0,1,134,1,01111111,0,1
3965,3965,0,1,117,1,01111111,0,1
3966,3966,0,1,126,1,01111111,0,1
3967,3967,0,1,134,1,01111111,0,1
3968,3968,0,1,123,1,01111111,0,1
3969,3969,0,1,134,1,01111111,0,1
3970,3970,0,1,133,1,01111111,0,1
3971,3971,0,1,118,1,01111111,0,1
3972,3972,0,1,125,1,01111111,0,1
3973,3973,0,1,134,1,01111111,0,1
3974,3974,0,1,117,1,01111111,0,1
3975,3975,0,1,126,1,01111111,0,1
3976,3976,0,1,134,1,01111111,0,1
3977,3977,0,1,117,1,01111111,0,1
3978,3978,0,1,126,1,01111111,0,1
3979,3979,0,1,134,1,01111111,0,1
3980,3980,0,1,117,1,01111111,0,1
3981,3981,0,1,126,1,01111111,0,1
3982,3982,0,1,134,1,01111111,0,1
3983,3983,0,1,117,0,01111111,0,0
3984,3984,0,1,126,0,01111111,0,0
3985,3985,0,1,134,0,01111111,0,0
3986,3986,0,1,117,0,01111111,0,0
3987,3987,0,1,126,0,01111111,0,0
3988,3988,0,1,134,0,01111111,0,0
3989,3989,0,1,117,0,01111111,0,0
3990,3990,0,1,126,0,01111111,0,0
3991,3991,0,1,134,0,01111111,0,0
3992,3992,0,1,117,0,01111111,0,0
3993,3993,0,1,126,0,01111111,0,0
3994,3994,0,1,134,0,01111111,0,0
3995,3995,0,1,117,0,01111111,0,0
3996,3996,0,1,126,0,01111111,0,0
3997,3997,0,1,134,0,01111111,0,0
3998,3998,0,1,117,0,01111111,0,0
3999,3999,0,1,126,0,01111111,0,0
4000,4000,0,1,134,0,01111111,0,0
4001,4001,0,1,117,0,01111111,0,0
4002,4002,0,1,126,0,01111111,0,0
4003,4003,0,1,134,0,01111111,0,0
4004,4004,0,1,117,0,01111111,0,0
4005,4005,0,1,126,0,01111111,0,0
4006,4006,0,1,134,1,01111111,0,1
4007,4007,0,1,117,1,01111111,0,1
4008,4008,0,1,126,1,01111111,0,1
4009,4009,0,1,134,1,01111111,0,1
4010,4010,0,1,117,1,01111111,0,1
4011,4011,0,1,126,1,01111111,0,1
4012,4012,0,1,134,1,01111111,0,1
4013,4013,0,1,117,1,01111111,0,1
4014,4014,0,1,126,1,01111111,0,1
4015,4015,0,1,134,1,01111111,0,1
4016,4016,0,1,117,1,01111111,0,1
4017,4017,0,1,126,1,01111111,0,1
4018,4018,0,1,134,1,01111111,0,1
4019,4019,0,1,117,1,01111111,0,1
4020,4020,0,1,126,1,01111111,0,1
4021,4021,0,1,134,1,01111111,0,1
4022,4022,0,1,117,1,01111111,0,1
4023,4023,0,1,126,1,01111111,0,1
4024,4024,0,1,134,1,01111111,0,1
4025,4025,0,1,117,1,01111111,0,1
4026,4026,0,1,126,1,01111111,0,1
4027,4027,0,1,134,1,01111111,0,1
4028,4028,0,1,117,0,01111111,0,0
4029,4029,0,1,126,0,01111111,0,0
4030,4030,0,1,134,0,01111111,0,0
4031,4031,0,1,117,0,01111111,0,0
4032,4032,0,1,126,0,01111111,0,0
4033,4033,0,1,134,0,01111111,0,0
4034,4034,0,1,117,0,01111111,0,0
4035,4035,0,1,126,0,01111111,0,0
4036,4036,0,1,134,0,01111111,0,0
4037,4037,0,1,117,0,01111111,0,0
4038,4038,0,1,126,0,01111111,0,0
4039,4039,0,1,134,0,01111111,0,0
4040,4040,0,1,117,0,01111111,0,0
4041,4041,0,1,126,0,01111111,0,0
4042,4042,0,1,134,0,01111111,0,0
4043,4043,0,1,117,0,01111111,0,0
4044,4044,0,1,126,0,01111111,0,0
4045,4045,0,1,134,0,01111111,0,0
4046,4046,0,1,117,0,01111111,0,0
4047,4047,0,1,126,0,01111111,0,0
4048,4048,0,1,134,0,01111111,0,0
4049,4049,0,1,117,0,01111111,0,0
4050,4050,0,1,126,0,01111111,0,0
4051,4051,0,1,134,1,01111111,0,1
4052,4052,0,1,117,1,01111111,0,1
4053,4053,0,1,126,1,01111111,0,1
4054,4054,0,1,134,1,01111111,0,1
4055,4055,0,1,117,1,01111111,0,1
4056,4056,0,1,126,1,01111111,0,1
4057,4057,0,1,134,1,01111111,0,1
4058,4058,0,1,117,1,01111111,0,1
4059,4059,0,1,126,1,01111111,0,1
4060,4060,0,1,134,1,01111111,0,1
4061,4061,0,1,117,1,01111111,0,1
4062,4062,0,1,126,1,01111111,0,1
4063,4063,0,1,134,1,01111111,0,1
4064,4064,0,1,117,1,01111111,0,1
4065,4065,0,1,126,1,01111111,0,1
4066,4066,0,1,134,1,01111111,0,1
4067,4067,0,1,117,1,01111111,0,1
4068,4068,0,1,126,1,01111111,0,1
4069,4069,0,1,134,1,01111111,0,1
4070,4070,0,1,117,1,01111111,0,1
4071,4071,0,1,126,1,01111111,0,1
4072,4072,0,1,134,1,01111111,0,1
4073,4073,0,1,117,0,01111111,0,0
4074,4074,0,1,126,0,01111111,0,0
4075,4075,0,1,134,0,01111111,0,0
4076,4076,0,1,117,0,01111111,0,0
4077,4077,0,1,126,0,01111111,0,0
4078,4078,0,1,134,0,01111111,0,0
4079,4079,0,1,117,0,01111111,0,0
4080,4080,0,1,126,0,01111111,0,0
4081,4081,0,1,134,0,01111111,0,0
4082,4082,0,1,117,0,01111111,0,0
4083,4083,0,1,126,0,01111111,0,0
4084,4084,0,1,134,0,01111111,0,0
4085,4085,0,1,117,0,01111111,0,0
4086,4086,0,1,126,0,01111111,0,0
4087,4087,0,1,134,0,01111111,0,0
4088,4088,0,1,117,0,01111111,0,0
4089,4089,0,1,126,0,01111111,0,0
4090,4090,0,1,134,0,01111111,0,0
4091,4091,0,1,117,0,01111111,0,0
4092,4092,0,1,126,0,01111111,0,0
4093,4093,0,1,134,0,01111111,0,0
4094,4094,0,1,117,0,01111111,0,0
4095,4095,0,1,126,0,01111111,0,0
4096,4096,1,1,134,1,00000000,0,1
4097,4097,0,1,117,1,00000000,0,1
4098,4098,0,1,126,1,00000000,0,1
4099,4099,0,1,134,1,00000000,0,1
4100,4100,0,1,117,1,00000000,0,1
4101,4101,0,1,126,1,00000000,0,1
4102,4102,0,1,134,1,00000000,0,1
4103,4103,0,1,123,1,00000000,0,1
4104,4104,0,1,127,1,00000000,0,1
4105,4105,0,1,115,1,00000000,0,1
4106,4106,0,1,136,1,00000000,0,1
4107,4107,0,1,125,1,00000000,0,1
4108,4108,0,1,118,1,00000000,0,1
4109,4109,0,1,134,1,00000000,0,1
4110,4110,0,1,126,1,00000000,0,1
4111,4111,0,1,117,1,00000000,0,1
4112,4112,0,1,134,1,00000000,0,1
4113,4113,0,1,125,1,00000000,0,1
4114,4114,0,1,117,1,00000000,0,1
4115,4115,0,1,134,1,00000000,0,1
4116,4116,0,1,125,1,00000000,0,1
4117,4117,0,1,117,1,00000000,0,1
4118,4118,0,1,134,0,00000000,0,0
4119,4119,0,1,125,0,00000000,0,0
4120,4120,0,1,117,0,00000000,0,0
4121,4121,0,1,134,0,00000000,0,0
4122,4122,0,1,125,0,00000000,0,0
4123,4123,0,1,118,0,00000000,0,0
4124,4124,0,1,134,0,00000000,0,0
4125,4125,0,1,125,0,00000000,0,0
4126,4126,0,1,118,0,00000000,0,0
4127,4127,0,1,134,0,00000000,0,0
4128,4128,0,1,125,0,00000000,0,0
4129,4129,0,1,118,0,00000000,0,0
4130,4130,0,1,134,0,00000000,0,0
4131,4131,0,1,125,0,00000000,0,0
4132,4132,0,1,118,0,00000000,0,0
4133,4133,0,1,134,0,00000000,0,0
4134,4134,0,1,125,0,00000000,0,0
4135,4135,0,1,118,0,00000000,0,0
4136,4136,0,1,134,0,00000000,0,0
4137,4137,0,1,125,0,00000000,0,0
4138,4138,0,1,117,0,00000000,0,0
4139,4139,0,1,134,0,00000000,0,0
4140,4140,0,1,125,0,00000000,0,0
4141,4141,0,1,118,1,00000000,0,1
4142,4142,0,1,134,1,00000000,0,1
4143,4143,0,1,125,1,00000000,0,1
4144,4144,0,1,118,1,00000000,0,1
4145,4145,0,1,134,1,00000000,0,1
4146,4146,0,1,125,1,00000000,0,1
4147,4147,0,1,118,1,00000000,0,1
4148,4148,0,1,134,1,00000000,0,1
4149,4149,0,1,125,1,00000000,0,1
4150,4150,0,1,117,1,00000000,0,1
4151,4151,0,1,134,1,00000000,0,1
4152,4152,0,1,125,1,00000000,0,1
4153,4153,0,1,118,1,00000000,0,1
4154,4154,0,1,134,1,00000000,0,1
4155,4155,0,1,125,1,00000000,0,1
4156,4156,0,1,117,1,00000000,0,1
4157,4157,0,1,134,1,00000000,0,1
4158,4158,0,1,125,1,00000000,0,1
4159,4159,0,1,118,1,00000000,0,1
4160,4160,0,1,134,1,00000000,0,1
4161,4161,0,1,125,1,00000000,0,1
4162,4162,0,1,117,1,00000000,0,1
4163,4163,0,1,134,0,00000000,0,0
4164,4164,0,1,125,0,00000000,0,0
4165,4165,0,1,117,0,00000000,0,0
4166,4166,0,1,134,0,00000000,0,0
4167,4167,0,1,125,0,00000000,0,0
4168,4168,0,1,117,0,00000000,0,0
4169,4169,0,1,134,0,00000000,0,0
4170,4170,0,1,125,0,00000000,0,0
4171,4171,0,1,117,0,00000000,0,0
4172,4172,0,1,134,0,00000000,0,0
4173,4173,0,1,125,0,00000000,0,0
4174,4174,0,1,117,0,00000000,0,0
4175,4175,0,1,134,0,00000000,0,0
4176,4176,0,1,125,0,00000000,0,0
4177,4177,0,1,117,0,00000000,0,0
4178,4178,0,1,134,0,00000000,0,0
4179,4179,0,1,125,0,00000000,0,0
4180,4180,0,1,117,0,00000000,0,0
4181,4181,0,1,134,0,00000000,0,0
4182,4182,0,1,125,0,00000000,0,0
4183,4183,0,1,117,0,00000000,0,0
4184,4184,0,1,134,0,00000000,0,0
4185,4185,0,1,125,0,00000000,0,0
4186,4186,0,1,117,1,00000000,0,1
4187,4187,0,1,134,1,00000000,0,1
4188,4188,0,1,125,1,00000000,0,1
4189,4189,0,1,118,1,00000000,0,1
4190,4190,0,1,134,1,00000000,0,1
4191,4191,0,1,125,1,00000000,0,1
4192,4192,0,1,118,1,00000000,0,1
4193,4193,0,1,134,1,00000000,0,1
4194,4194,0,1,125,1,00000000,0,1
4195,4195,0,1,118,1,00000000,0,1
4196,4196,0,1,134,1,00000000,0,1
4197,4197,0,1,125,1,00000000,0,1
4198,4198,0,1,118,1,00000000,0,1
4199,4199,0,1,134,1,00000000,0,1
4200,4200,0,1,125,1,00000000,0,1
4201,4201,0,1,117,1,00000000,0,1
4202,4202,0,1,134,1,00000000,0,1
4203,4203,0,1,125,1,00000000,0,1
4204,4204,0,1,117,1,00000000,0,1
4205,4205,0,1,134,1,00000000,0,1
4206,4206,0,1,125,1,00000000,0,1
4207,4207,0,1,117,1,00000000,0,1
4208,4208,0,1,134,0,00000000,0,0
4209,4209,0,1,125,0,00000000,0,0
4210,4210,0,1,117,0,00000000,0,0
4211,4211,0,1,134,0,00000000,0,0
4212,4212,0,1,125,0,00000000,0,0
4213,4213,0,1,118,0,00000000,0,0
4214,4214,0,1,134,0,00000000,0,0
4215,4215,0,1,125,0,00000000,0,0
4216,4216,0,1,118,0,00000000,0,0
4217,4217,0,1,134,0,00000000,0,0
4218,4218,0,1,125,0,00000000,0,0
4219,4219,0,1,118,0,00000000,0,0
4220,4220,0,1,134,0,00000000,0,0
4221,4221,0,1,125,0,00000000,0,0
4222,4222,0,1,118,0,00000000,0,0
4223,4223,0,1,134,0,00000000,0,0
4224,4224,0,1,125,0,00000000,0,0
4225,4225,0,1,118,0,00000000,0,0
4226,4226,0,1,134,0,00000000,0,0
4227,4227,0,1,125,0,00000000,0,0
4228,4228,0,1,117,0,00000000,0,0
4229,4229,0,1,134,0,00000000,0,0
4230,4230,0,1,125,0,00000000,0,0
4231,4231,0,1,117,1,00000000,0,1
4232,4232,0,1,134,1,00000000,0,1
4233,4233,0,1,125,1,00000000,0,1
4234,4234,0,1,117,1,00000000,0,1
4235,4235,0,1,134,1,00000000,0,1
4236,4236,0,1,125,1,00000000,0,1
4237,4237,0,1,117,1,00000000,0,1
4238,4238,0,1,134,1,00000000,0,1
4239,4239,0,1,125,1,00000000,0,1
4240,4240,0,1,118,1,00000000,0,1
4241,4241,0,1,134,1,00000000,0,1
4242,4242,0,1,125,1,00000000,0,1
4243,4243,0,1,118,1,00000000,0,1
4244,4244,0,1,134,1,00000000,0,1
4245,4245,0,1,125,1,00000000,0,1
4246,4246,0,1,118,1,00000000,0,1
4247,4247,0,1,134,1,00000000,0,1
4248,4248,0,1,125,1,00000000,0,1
4249,4249,0,1,117,1,00000000,0,1
4250,4250,0,1,134,1,00000000,0,1
4251,4251,0,1,125,1,00000000,0,1
4252,4252,0,1,118,1,00000000,0,1
4253,4253,0,1,134,0,00000000,0,0
4254,4254,0,1,125,0,00000000,0,0
4255,4255,0,1,118,0,00000000,0,0
4256,4256,0,1,134,0,00000000,0,0
4257,4257,0,1,125,0,00000000,0,0
4258,4258,0,1,117,0,00000000,0,0
4259,4259,0,1,134,0,00000000,0,0
4260,4260,0,1,125,0,00000000,0,0
4261,4261,0,1,118,0,00000000,0,0
4262,4262,0,1,134,0,00000000,0,0
4263,4263,0,1,125,0,00000000,0,0
4264,4264,0,1,118,0,00000000,0,0
4265,4265,0,1,134,0,00000000,0,0
4266,4266,0,1,125,0,00000000,0,0
4267,4267,0,1,118,0,00000000,0,0
4268,4268,0,1,134,0,00000000,0,0
4269,4269,0,1,125,0,00000000,0,0
4270,4270,0,1,117,0,00000000,0,0
4271,4271,0,1,134,0,00000000,0,0
4272,4272,0,1,125,0,00000000,0,0
4273,4273,0,1,118,0,00000000,0,0
4274,4274,0,1,134,0,00000000,0,0
4275,4275,0,1,125,0,00000000,0,0
4276,4276,0,1,117,1,00000000,0,1
4277,4277,0,1,134,1,00000000,0,1
4278,4278,0,1,125,1,00000000,0,1
4279,4279,0,1,118,1,00000000,0,1
4280,4280,0,1,134,1,00000000,0,1
4281,4281,0,1,125,1,00000000,0,1
4282,4282,0,1,117,1,00000000,0,1
4283,4283,0,1,129,1,00000000,0,1
4284,4284,0,1,117,1,00000000,0,1
4285,4285,0,1,119,1,00000000,0,1
4286,4286,0,1,133,1,00000000,0,1
4287,4287,0,1,126,1,00000000,0,1
4288,4288,0,1,117,1,00000000,0,1
4289,4289,0,1,134,1,00000000,0,1
4290,4290,0,1,125,1,00000000,0,1
4291,4291,0,1,117,1,00000000,0,1
4292,4292,0,1,134,1,00000000,0,1
4293,4293,0,1,125,1,00000000,0,1
4294,4294,0,1,117,1,00000000,0,1
4295,4295,0,1,134,1,00000000,0,1
4296,4296,0,1,125,1,00000000,0,1
4297,4297,0,1,117,1,00000000,0,1
4298,4298,0,1,134,0,00000000,0,0
4299,4299,0,1,125,0,00000000,0,0
4300,4300,0,1,117,0,00000000,0,0
4301,4301,0,1,134,0,00000000,0,0
4302,4302,0,1,125,0,00000000,0,0
4303,4303,0,1,117,0,00000000,0,0
4304,4304,0,1,134,0,00000000,0,0
4305,4305,0,1,125,0,00000000,0,0
4306,4306,0,1,117,0,00000000,0,0
4307,4307,0,1,134,0,00000000,0,0
4308,4308,0,1,125,0,00000000,0,0
4309,4309,0,1,118,0,00000000,0,0
4310,4310,0,1,134,0,00000000,0,0
4311,4311,0,1,125,0,00000000,0,0
4312,4312,0,1,118,0,00000000,0,0
4313,4313,0,1,134,0,00000000,0,0
4314,4314,0,1,125,0,00000000,0,0
4315,4315,0,1,118,0,00000000,0,0
4316,4316,0,1,134,0,00000000,0,0
4317,4317,0,1,125,0,00000000,0,0
4318,4318,0,1,117,0,00000000,0,0
4319,4319,0,1,134,0,00000000,0,0
4320,4320,0,1,125,0,00000000,0,0
4321,4321,0,1,117,1,00000000,0,1
4322,4322,0,1,134,1,00000000,0,1
4323,4323,0,1,125,1,00000000,0,1
4324,4324,0,1,118,1,00000000,0,1
4325,4325,0,1,134,1,00000000,0,1
4326,4326,0,1,125,1,00000000,0,1
4327,4327,0,1,117,1,00000000,0,1
4328,4328,0,1,134,1,00000000,0,1
4329,4329,0,1,125,1,00000000,0,1
4330,4330,0,1,118,1,00000000,0,1
4331,4331,0,1,134,1,00000000,0,1
4332,4332,0,1,125,1,00000000,0,1
4333,4333,0,1,117,1,00000000,0,1
4334,4334,0,1,134,1,00000000,0,1
4335,4335,0,1,125,1,00000000,0,1
4336,4336,0,1,118,1,00000000,0,1
4337,4337,0,1,134,1,00000000,0,1
4338,4338,0,1,125,1,00000000,0,1
4339,4339,0,1,117,1,00000000,0,1
4340,4340,0,1,134,1,00000000,0,1
4341,4341,0,1,125,1,00000000,0,1
4342,4342,0,1,117,1,00000000,0,1
4343,4343,0,1,134,0,00000000,0,0
4344,4344,0,1,125,0,00000000,0,0
4345,4345,0,1,117,0,00000000,0,0
4346,4346,0,1,134,0,00000000,0,0
4347,4347,0,1,125,0,00000000,0,0
4348,4348,0,1,117,0,00000000,0,0
4349,4349,0,1,134,0,00000000,0,0
4350,4350,0,1,125,0,00000000,0,0
4351,4351,0,1,118,0,00000000,0,0
4352,4352,0,1,134,0,00000000,0,0
4353,4353,0,1,125,0,00000000,0,0
4354,4354,0,1,118,0,00000000,0,0
4355,4355,0,1,134,0,00000000,0,0
4356,4356,0,1,125,0,00000000,0,0
4357,4357,0,1,118,0,00000000,0,0
4358,4358,0,1,134,0,00000000,0,0
4359,4359,0,1,125,0,00000000,0,0
4360,4360,0,1,118,0,00000000,0,0
4361,4361,0,1,134,0,00000000,0,0
4362,4362,0,1,125,0,00000000,0,0
4363,4363,0,1,117,0,00000000,0,0
4364,4364,0,1,134,0,00000000,0,0
4365,4365,0,1,125,0,00000000,0,0
4366,4366,0,1,117,1,00000000,0,1
4367,4367,0,1,134,1,00000000,0,1
4368,4368,0,1,125,1,00000000,0,1
4369,4369,0,1,117,1,00000000,0,1
4370,4370,0,1,134,1,00000000,0,1
4371,4371,0,1,125,1,00000000,0,1
4372,4372,0,1,118,1,00000000,0,1
4373,4373,0,1,134,1,00000000,0,1
4374,4374,0,1,125,1,00000000,0,1
4375,4375,0,1,117,1,00000000,0,1
4376,4376,0,1,134,1,00000000,0,1
4377,4377,0,1,125,1,00000000,0,1
4378,4378,0,1,118,1,00000000,0,1
4379,4379,0,1,134,1,00000000,0,1
4380,4380,0,1,125,1,00000000,0,1
4381,4381,0,1,118,1,00000000,0,1
4382,4382,0,1,134,1,00000000,0,1
4383,4383,0,1,125,1,00000000,0,1
4384,4384,0,1,117,1,00000000,0,1
4385,4385,0,1,134,1,00000000,0,1
4386,4386,0,1,125,1,00000000,0,1
4387,4387,0,1,117,1,00000000,0,1
4388,4388,0,1,134,0,00000000,0,0
4389,4389,0,1,125,0,00000000,0,0
4390,4390,0,1,117,0,00000000,0,0
4391,4391,0,1,134,0,00000000,0,0
4392,4392,0,1,125,0,00000000,0,0
4393,4393,0,1,117,0,00000000,0,0
4394,4394,0,1,134,0,00000000,0,0
4395,4395,0,1,125,0,00000000,0,0
4396,4396,0,1,118,0,00000000,0,0
4397,4397,0,1,134,0,00000000,0,0
4398,4398,0,1,125,0,00000000,0,0
4399,4399,0,1,118,0,00000000,0,0
4400,4400,0,1,134,0,00000000,0,0
4401,4401,0,1,125,0,00000000,0,0
4402,4402,0,1,118,0,00000000,0,0
4403,4403,0,1,134,0,00000000,0,0
4404,4404,0,1,125,0,00000000,0,0
4405,4405,0,1,117,0,00000000,0,0
4406,4406,0,1,134,0,00000000,0,0
4407,4407,0,1,125,0,00000000,0,0
4408,4408,0,1,117,0,00000000,0,0
4409,4409,0,1,134,0,00000000,0,0
4410,4410,0,1,125,0,00000000,0,0
4411,4411,0,1,117,1,00000000,0,1
4412,4412,0,1,134,1,00000000,0,1
4413,4413,0,1,125,1,00000000,0,1
4414,4414,0,1,117,1,00000000,0,1
4415,4415,0,1,134,1,00000000,0,1
4416,4416,0,1,125,1,00000000,0,1
4417,4417,0,1,117,1,00000000,0,1
4418,4418,0,1,134,1,00000000,0,1
4419,4419,0,1,125,1,00000000,0,1
4420,4420,0,1,118,1,00000000,0,1
4421,4421,0,1,134,1,00000000,0,1
4422,4422,0,1,125,1,00000000,0,1
4423,4423,0,1,118,1,00000000,0,1
4424,4424,0,1,134,1,00000000,0,1
4425,4425,0,1,125,1,00000000,0,1
4426,4426,0,1,118,1,00000000,0,1
4427,4427,0,1,134,1,00000000,0,1
4428,4428,0,1,125,1,00000000,0,1
4429,4429,0,1,117,1,00000000,0,1
4430,4430,0,1,134,1,00000000,0,1
4431,4431,0,1,125,1,00000000,0,1
4432,4432,0,1,117,1,00000000,0,1
4433,4433,0,1,134,0,00000000,0,0
4434,4434,0,1,125,0,00000000,0,0
4435,4435,0,1,117,0,00000000,0,0
4436,4436,0,1,134,0,00000000,0,0
4437,4437,0,1,125,0,00000000,0,0
4438,4438,0,1,117,0,00000000,0,0
4439,4439,0,1,134,0,00000000,0,0
4440,4440,0,1,125,0,00000000,0,0
4441,4441,0,1,118,0,00000000,0,0
4442,4442,0,1,134,0,00000000,0,0
4443,4443,0,1,125,0,00000000,0,0
4444,4444,0,1,117,0,00000000,0,0
4445,4445,0,1,134,0,00000000,0,0
4446,4446,0,1,125,0,00000000,0,0
4447,4447,0,1,117,0,00000000,0,0
4448,4448,0,1,134,0,00000000,0,0
4449,4449,0,1,125,0,00000000,0,0
4450,4450,0,1,117,0,00000000,0,0
4451,4451,0,1,134,0,00000000,0,0
4452,4452,0,1,125,0,00000000,0,0
4453,4453,0,1,117,0,00000000,0,0
